,sim,year,temp_mean,precip_sum,solar_energy_sum,ha,zone,olive_prod,min_oil_prod,max_oil_prod,avg_oil_prod,total_water_need,nocellara_delletna_tech,nocellara_delletna_pct,nocellara_delletna_prod_t_ha,nocellara_delletna_oil_prod_t_ha,nocellara_delletna_oil_prod_l_ha,nocellara_delletna_min_yield_pct,nocellara_delletna_max_yield_pct,nocellara_delletna_min_oil_prod_l_ha,nocellara_delletna_max_oil_prod_l_ha,nocellara_delletna_avg_oil_prod_l_ha,nocellara_delletna_l_per_t,nocellara_delletna_min_l_per_t,nocellara_delletna_max_l_per_t,nocellara_delletna_avg_l_per_t,nocellara_delletna_olive_prod,nocellara_delletna_min_oil_prod,nocellara_delletna_max_oil_prod,nocellara_delletna_avg_oil_prod,nocellara_delletna_water_need,leccino_tech,leccino_pct,leccino_prod_t_ha,leccino_oil_prod_t_ha,leccino_oil_prod_l_ha,leccino_min_yield_pct,leccino_max_yield_pct,leccino_min_oil_prod_l_ha,leccino_max_oil_prod_l_ha,leccino_avg_oil_prod_l_ha,leccino_l_per_t,leccino_min_l_per_t,leccino_max_l_per_t,leccino_avg_l_per_t,leccino_olive_prod,leccino_min_oil_prod,leccino_max_oil_prod,leccino_avg_oil_prod,leccino_water_need,frantoio_tech,frantoio_pct,frantoio_prod_t_ha,frantoio_oil_prod_t_ha,frantoio_oil_prod_l_ha,frantoio_min_yield_pct,frantoio_max_yield_pct,frantoio_min_oil_prod_l_ha,frantoio_max_oil_prod_l_ha,frantoio_avg_oil_prod_l_ha,frantoio_l_per_t,frantoio_min_l_per_t,frantoio_max_l_per_t,frantoio_avg_l_per_t,frantoio_olive_prod,frantoio_min_oil_prod,frantoio_max_oil_prod,frantoio_avg_oil_prod,frantoio_water_need,coratina_tech,coratina_pct,coratina_prod_t_ha,coratina_oil_prod_t_ha,coratina_oil_prod_l_ha,coratina_min_yield_pct,coratina_max_yield_pct,coratina_min_oil_prod_l_ha,coratina_max_oil_prod_l_ha,coratina_avg_oil_prod_l_ha,coratina_l_per_t,coratina_min_l_per_t,coratina_max_l_per_t,coratina_avg_l_per_t,coratina_olive_prod,coratina_min_oil_prod,coratina_max_oil_prod,coratina_avg_oil_prod,coratina_water_need,taggiasca_tech,taggiasca_pct,taggiasca_prod_t_ha,taggiasca_oil_prod_t_ha,taggiasca_oil_prod_l_ha,taggiasca_min_yield_pct,taggiasca_max_yield_pct,taggiasca_min_oil_prod_l_ha,taggiasca_max_oil_prod_l_ha,taggiasca_avg_oil_prod_l_ha,taggiasca_l_per_t,taggiasca_min_l_per_t,taggiasca_max_l_per_t,taggiasca_avg_l_per_t,taggiasca_olive_prod,taggiasca_min_oil_prod,taggiasca_max_oil_prod,taggiasca_avg_oil_prod,taggiasca_water_need,pendolino_tech,pendolino_pct,pendolino_prod_t_ha,pendolino_oil_prod_t_ha,pendolino_oil_prod_l_ha,pendolino_min_yield_pct,pendolino_max_yield_pct,pendolino_min_oil_prod_l_ha,pendolino_max_oil_prod_l_ha,pendolino_avg_oil_prod_l_ha,pendolino_l_per_t,pendolino_min_l_per_t,pendolino_max_l_per_t,pendolino_avg_l_per_t,pendolino_olive_prod,pendolino_min_oil_prod,pendolino_max_oil_prod,pendolino_avg_oil_prod,pendolino_water_need,moraiolo_tech,moraiolo_pct,moraiolo_prod_t_ha,moraiolo_oil_prod_t_ha,moraiolo_oil_prod_l_ha,moraiolo_min_yield_pct,moraiolo_max_yield_pct,moraiolo_min_oil_prod_l_ha,moraiolo_max_oil_prod_l_ha,moraiolo_avg_oil_prod_l_ha,moraiolo_l_per_t,moraiolo_min_l_per_t,moraiolo_max_l_per_t,moraiolo_avg_l_per_t,moraiolo_olive_prod,moraiolo_min_oil_prod,moraiolo_max_oil_prod,moraiolo_avg_oil_prod,moraiolo_water_need
10,10,2000,15.78141996930294,687.1152915553341,5200.74217942906,3.8156937085502878,zone_11,30591.875117955227,6444.4388064766845,8313.020547372616,7361.753472960679,40434.31263552258,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,superintensiva,0.910910783592615,8.783084386441631,1.8159397612151842,2574.808259708535,0.1900669272408596,0.24918276916344131,1867.469809135083,2448.302317108047,2152.187810337106,277.12007618047494,207.49664545945365,272.03359078978303,239.13197892634503,28005.055959811893,5810.955167565248,7618.3159330164435,6696.904451612851,35759.65110245714,superintensiva,0.08908921640738503,6.664888587595271,1.4524582341757877,1916.008731937513,0.22431835306931908,0.24599687409420165,1714.2232221454512,1879.8887758290518,1799.098763740066,277.71907967808835,244.88903173506444,268.55553940415024,257.0141091057237,2586.8191581433366,633.4836389114363,694.7046143561735,664.8490213478279,4674.661533065444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,2007,15.695647968300811,551.5645918489954,5215.76160493605,9.384305394870909,zone_12,45766.60344065609,7737.8642917923535,8856.565521824694,8315.08455798878,91157.56117537625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intensiva,1.0,5.0593056891075925,1.0252716639557642,896.2679409933529,0.15487021448887725,0.17726056574223947,845.3614327995483,967.5795073266346,908.4227288977924,188.41694450060342,169.07228655990966,193.51590146532686,181.68454577955848,45766.60344065609,7737.8642917923535,8856.565521824694,8315.08455798878,91157.56117537625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,2014,16.36370467669942,1195.7501554279497,6050.239815873836,7.824368763361203,zone_13,42580.28576284316,8089.48230999737,10023.085656304827,9050.638278414572,89971.46076653394,superintensiva,0.0568034502464657,6.659794057820127,1.2610466886613327,1618.6043256868406,0.1751409662945658,0.2118893727810063,1242.812533749648,1503.581793751682,1373.8976775258216,242.23944492770713,191.20192826917662,231.32027596179722,211.36887346551097,3072.6548083256926,587.4975242574297,710.7673581972423,649.4635853841872,5311.7459040484955,intensiva,0.05104814304419874,5.973132089449081,1.1413944647889722,1128.62910904128,0.16186640503233182,0.20593074581952353,1060.2602949716056,1348.8913481628178,1203.3975225947963,195.66152140407,176.71004916193428,224.81522469380297,200.56625376579936,2598.650652038348,459.2076844763891,584.2162302386989,521.2016261253833,3517.2371169746098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intensiva,0.8921484067093356,4.954291549444736,0.9159536155468101,1065.891925766401,0.17478629243853963,0.21661236448818647,915.9107027347054,1135.086626138968,1024.7877457238624,222.28427925201154,190.8147297363969,236.47638044561833,213.49744702580458,36908.98030247912,7042.777101263551,8728.102067868886,7879.973066905,81142.47774551084
13,13,1986,15.349973953592041,132.50871443830053,5863.4918953078,2.832204523080184,zone_14,12267.93472335202,2188.589977490239,2496.019025502964,2346.730935849612,28309.52254650551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intensiva,0.09443155634724774,5.927615153953454,1.212664578917386,1549.5299297355461,0.21772651507955834,0.2434256964277084,1426.1562123115175,1594.4914613168671,1511.1080547580336,262.35995030881776,237.69270205191955,265.7485768861445,251.85134245967228,1471.6032336050712,349.78934894393154,391.0764650715961,370.6252499514319,3748.6486277430026,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tradizionale,0.9055684436527524,4.188558037616656,0.7744781562167592,678.2348314434222,0.15601052796016887,0.17859097668372217,681.2686810487724,779.8732606276078,732.1396856978117,163.70487678896092,170.3171702621931,194.96831515690195,183.03492142445293,10796.331489746948,1838.8006285463077,2104.942560431368,1976.10568589818,24560.873918762507,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,2011,15.874402024931527,629.5384444931619,6322.487450692424,4.368670904258134,zone_15,28135.093569871326,6622.352644647624,7272.8513214407285,6957.177050721871,59573.578165181345,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,superintensiva,0.856567932130927,7.292426742419964,1.3894338395274906,1831.5849546428385,0.22178050517178158,0.23974065847887355,1694.8291879939638,1832.0792678516536,1766.2701176597807,276.3728017849812,242.1184554277091,261.72560969309336,252.32430252282583,23986.162816575266,5807.492692786753,6277.793087365967,6052.291802891294,52248.10174201981,superintensiva,0.008517436226127599,6.190700529705013,1.1544250866444732,1315.871934230679,0.17811196113176242,0.19813815921445743,1166.6722344875266,1297.8482044615116,1235.0617456816624,214.02409310478708,194.44537241458778,216.30803407691857,205.84362428027703,226.29925745135293,44.00284339227299,48.95034749236862,46.58225932572198,360.4747604969583,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,superintensiva,0.13491463164294556,6.640069089614528,1.3027604372230936,1611.4653481341038,0.18000801556435334,0.22093200062955426,1277.3494554239046,1567.748912764304,1422.2517285122065,239.5104655082256,196.51530083444686,241.19214042527753,218.80795823264714,3922.631495844707,770.8571084685989,946.107886582393,858.3029885048549,6965.001662664575
15,15,1996,14.88513768764811,66.94982500723752,5112.49578446505,1.142389825890242,zone_16,5655.02159989473,1258.1911170824933,1447.6190586483904,1353.8309003216352,14645.281430012321,superintensiva,0.30315410587904185,6.735309413477205,1.3549584347667414,1559.1155615623445,0.18680353776801123,0.2280972471823639,1325.5709557773723,1618.5940029316214,1472.1528555523075,241.19544307009667,203.93399319651883,249.0144619894802,226.48505470035497,2226.9350185655835,454.1477509252432,554.539025533642,504.36749949396216,4103.3315168861145,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tradizionale,0.560032656552674,4.446409286479944,0.8861689591730103,1052.583491143591,0.2259091957053472,0.24359141790159666,1109.8159177664436,1196.6827298659223,1155.183475480425,240.2680932002346,246.6257595036541,265.9294955257605,256.70743899564997,2679.944969045613,660.9434634188711,712.6764136550999,687.9618096529758,8700.470111351842,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intensiva,0.13681323756828412,4.829902471621396,1.0039320273125165,1014.0055485440341,0.1752068174743878,0.22088026212129921,918.1143273767044,1157.4511552207816,1036.177676673272,220.00004271459093,191.27381820348006,241.13565733766282,215.8703493069316,748.1416122835333,143.099902738379,180.4036194596487,161.50159117469732,1841.4798017743656
16,16,1986,14.973624976577959,129.22708046809745,5888.183367369294,7.518857227089951,zone_17,66533.18106963224,13999.728494305189,18222.737610967524,16075.079202982053,77867.55391530153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,superintensiva,0.9999999999999999,8.9894170233196,1.7370087596449173,2413.266466757929,0.19274219411458,0.2508827532863148,1893.755182348493,2465.0052178786386,2174.4896381164153,275.51699866143883,210.41724248316586,273.88946865318206,241.60995979071274,66533.18106963224,13999.728494305189,18222.737610967524,16075.079202982053,77867.55391530153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,2023,17.141171937407634,604.1737687828826,5461.911051086432,4.709178372364944,zone_18,23183.40478495443,4467.858040313235,5559.201748645054,5009.78532029826,55818.31807391262,intensiva,0.6713844610765995,4.99419706503247,0.9650676107709877,1074.4960301346666,0.1886111510184107,0.22546022193153797,1029.5368505371762,1230.6780673118885,1131.3640384705016,217.5844231379499,205.9073701074352,246.13561346237768,226.2728076941003,15159.760204405437,3121.506355148478,3731.3568778538724,3430.241505420106,40468.67117470327,intensiva,0.30169080492887046,5.923300214302508,1.1918492259533038,1171.894911448691,0.15267121957490618,0.2093697755518877,1000.0298225430535,1371.4177437896576,1179.6547598858137,197.39428492790455,166.6716370905089,228.5696239649429,196.60912664763558,7701.391361148499,1283.6035060373229,1760.304127424572,1514.1638294870518,14051.560969121938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tradizionale,0.026924733994529906,2.3838278387350598,0.5122866891365616,450.1696766452212,0.17836076917293922,0.19198356199174432,486.7924922842227,523.9726036892586,507.2097147138739,188.9900651362574,194.7169969136891,209.58904147570343,202.8838858855496,322.253219400496,62.748179127432756,67.5407433666095,65.3799853911012,1298.0859300874129,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,2003,16.761133132170567,717.8293304492234,5252.466559663093,7.619550458387838,zone_19,43704.46961591588,7730.721548320269,9615.544989004069,8664.150398965108,86890.13079531069,intensiva,0.5819111270627731,5.203218726672205,0.9639245371117595,1095.2424325627965,0.17202698498072255,0.2152081156432504,939.0119267506689,1174.71678844569,1055.635469205483,217.564153734504,187.80238535013373,234.943357689138,211.1270938410966,20378.870192322756,3827.2004328589524,4787.880188895398,4302.531639470053,55235.72616350175,superintensiva,0.0809439729952898,7.295557121896034,1.4855966814489823,1644.521692695757,0.16360249164081783,0.1938238140292958,1339.540051644251,1586.9853768774217,1467.6346986447306,220.88820950614277,178.60534021923345,211.59805025032287,195.68462648596415,4267.335878902024,762.1689764810376,902.9599517389162,835.0520275530961,5865.107964502739,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,superintensiva,0.3371448999419372,6.986634200527148,1.39092525589575,1435.7058024794749,0.1509832494738216,0.1886336408706099,1153.8021247999468,1441.5234564347918,1295.289419505917,198.12591359735916,164.82887497142096,205.9319223478274,185.04134564370244,19058.263544691094,3141.3521389802786,3924.704848369756,3526.5667319419586,25789.296667306204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,2000,15.744231221750825,705.5481579964761,5156.0257411339635,4.423780067568061,zone_20,15399.630954283512,2712.2059210841767,3489.2036072453448,3091.992518929369,40891.43511111701,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intensiva,0.3092705964196935,6.143838199251325,1.1783600198928654,1236.6254660005504,0.15780961178614417,0.2079437268192924,1033.6874134463592,1362.0768132268063,1194.38373601564,196.39146798990302,172.28123557439318,227.01280220446768,199.0639560026066,7521.830071259325,1295.8701784571824,1707.5517221824105,1497.3252503642498,12257.875140233382,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tradizionale,0.6907294035803064,2.5530035050826956,0.5162989106354041,445.4444244948146,0.16468600304965889,0.2071635410631433,449.4705323407721,565.402677574081,506.0635868575503,183.65845411216205,179.78821293630884,226.16107102963244,202.42543474302016,7877.800883024186,1416.3357426269943,1781.651885062934,1594.667268565119,28633.559970883627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,2017,16.45807336762339,233.6396552367239,6149.8611478876455,3.040573446311596,zone_21,17924.229006496014,3399.1533656803576,4079.2909425675152,3739.790584478714,34021.726015911816,superintensiva,0.4176193596206566,6.368204575010601,1.273989484495908,1599.101121636047,0.18408007785726582,0.21570452409849492,1306.2450939653143,1530.654374061372,1421.4437070793335,235.83368663385315,200.9607836869714,235.48528831713415,218.6836472429744,7670.2315985743435,1541.4157531100716,1806.226699449472,1677.354221174547,16043.812146591761,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,superintensiva,0.46252718253497366,6.054520464762625,1.2044408986021633,1356.4370302598916,0.1684185224637825,0.20782960031247014,1103.1780947409331,1361.3292596886693,1229.873451803282,214.40608605671326,183.86301579015552,226.88820994811152,204.9789086338803,8374.491867370976,1539.759330444959,1900.0734690128186,1716.594203337009,14249.229602984069,intensiva,0.11985345784436979,5.050961715507566,1.0392523289954847,922.6935602862783,0.15497060271578567,0.18178161314718977,845.9094034704458,992.2577136855336,920.0349573479481,186.3845077896152,169.18188069408916,198.45154273710668,184.00699146958962,1879.5055405506946,317.97828212532715,372.990774105225,345.8421599671581,3728.6842663359894,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,1991,14.437369865561841,578.8981478361352,5241.569706317004,6.963980617534199,zone_22,51961.99789654811,10764.416206182956,13905.935252071284,12311.324357431818,67078.97027851018,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intensiva,0.9035574266362274,7.130032792728045,1.4828811754342675,1938.1241754613343,0.1902461940603215,0.24675130836685638,1557.692636956781,2020.3436820430381,1785.3567652075565,252.05578313110038,207.6923515942374,269.3791576057384,238.04756869434084,50418.86099311096,10471.611804362185,13581.790301765051,12002.087275748003,61226.82895175829,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tradizionale,0.09644257336377257,2.4607918382931646,0.5114586743774724,471.0397326038837,0.1738075419429236,0.1924111683280738,474.36556207129803,525.1396515504198,500.98776232204017,188.15514155931376,189.74622482851922,210.05586062016792,200.3951049288161,1543.1369034371521,292.8044018207708,324.144950306232,309.2370816838164,5852.1413267518965,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,2021,16.25310316282525,742.3953015908978,5457.525622092347,4.205670824058347,zone_23,12543.764951094156,2586.662245862409,3127.2718634114817,2858.5217916762535,50671.426330732254,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tradizionale,1.0,3.2106837212049157,0.663678026217452,605.5956058998161,0.18888927100019456,0.2283669247672764,659.8751825334308,797.788383466468,729.2284070235327,198.7900333174445,206.21099454169712,249.30886983327116,227.88387719485394,12543.764951094156,2586.662245862409,3127.2718634114817,2858.5217916762535,50671.426330732254
23,23,2011,16.14290936577863,638.5058997892661,6298.374046598365,7.232791883833972,zone_24,44560.99606250931,10844.66460728059,11637.704358448105,11261.757827359108,102260.12611953587,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intensiva,1.0,5.883682404527756,1.2058956403532608,1592.8176151188854,0.22292393927492557,0.23922573852219622,1460.2004755999492,1566.9808200143857,1516.360784874916,262.81614670178425,243.3667459333248,261.16347000239756,252.72679747915265,44560.99606250931,10844.66460728059,11637.704358448105,11261.757827359108,102260.12611953587,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,2015,16.23717881715361,485.17437330429345,6177.181306692581,7.485896307548019,zone_25,52912.57683338353,8783.783438747834,11260.470892152882,10008.090085764456,70929.256321902,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,superintensiva,1.0,7.848058812367581,1.438393428678836,1668.1800108902692,0.15206111876253733,0.19493647738403805,1245.0419112653167,1596.0956117688704,1418.579100382732,218.28658550617402,166.0055881687089,212.81274823584934,189.14388005103098,52912.57683338353,8783.783438747834,11260.470892152882,10008.090085764456,70929.256321902,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
